X	Y	Z	influencia	Az
4404085.075	7473064.339	-4316.00961	0.005791	354.2
4404154.595	7473064.339	-4277.341454	0.005836	354.2
4404224.116	7473064.339	-4239.383185	0.005882	354.2
4404293.636	7473064.339	-4202.022607	0.00593	354.2
4404363.157	7473064.339	-4165.136424	0.005978	354.2
4404432.677	7473064.339	-4128.579453	0.006028	354.2
4404502.198	7473064.339	-4092.187109	0.006078	354.2
4404571.719	7473064.339	-4055.821468	0.00613	354.2
4404641.239	7473064.339	-4019.450814	0.006182	354.2
4404710.76	7473064.339	-3983.20471	0.006237	354.2
4404780.28	7473064.339	-3947.351818	0.006292	354.2
4404849.801	7473064.339	-3912.212832	0.006349	354.2
4404919.321	7473064.339	-3878.073442	0.006407	354.2
4404988.842	7473064.339	-3845.147079	0.006466	354.2
4405058.362	7473064.339	-3813.57998	0.006527	354.2
4405127.883	7473064.339	-3783.45586	0.00659	354.2
4405197.404	7473064.339	-3754.779171	0.006654	354.2
4405266.924	7473064.339	-3727.461376	0.00672	354.2
4405336.445	7473064.339	-3701.341698	0.006787	354.2
4405405.965	7473064.339	-3676.240304	0.006857	354.2
4405475.486	7473064.339	-3652.018508	0.006928	354.2
4405545.006	7473064.339	-3628.624946	0.007001	354.2
4405614.527	7473064.339	-3606.114279	0.007077	354.2
4405684.047	7473064.339	-3584.631162	0.007155	354.2
4405753.568	7473064.339	-3564.366476	0.007235	354.2
4405823.088	7473064.339	-3545.499006	0.007317	354.2
4405892.609	7473064.339	-3528.124883	0.007402	354.2
4405962.13	7473064.339	-3512.182767	0.00749	354.2
4406031.65	7473064.339	-3497.414618	0.007581	354.2
4406101.171	7473064.339	-3483.408139	0.007674	354.2
4406170.691	7473064.339	-3469.719983	0.007771	354.2
4406240.212	7473064.339	-3456.022591	0.007871	354.2
4406309.732	7473064.339	-3442.200297	0.007974	354.2
4406379.253	7473064.339	-3428.35219	0.008082	354.2
4406448.773	7473064.339	-3414.715743	0.008193	354.2
4406518.294	7473064.339	-3401.564267	0.008308	354.2
4406587.814	7473064.339	-3389.131569	0.008428	354.2
4406657.335	7473064.339	-3377.584552	0.008552	354.2
4406726.856	7473064.339	-3367.018645	0.008682	354.2
4406796.376	7473064.339	-3357.436993	0.008817	354.2
4406865.897	7473064.339	-3348.718915	0.008957	354.2
4406935.417	7473064.339	-3340.631642	0.009104	354.2
4407004.938	7473064.339	-3332.915678	0.009257	354.2
